DoryGENE,EupGENE
Dopeav2132194m,cluster_6170
Dopeav2030710m,cluster_3700
Dopeav2040467m,cluster_1500
Dopeav2092204m,cluster_8007
Dopeav2091583m,cluster_18635
Dopeav2029971m,cluster_2489
Dopeav2040389m,cluster_16434
Dopeav2020463m,cluster_905
Dopeav2039054m,cluster_611
Dopeav2061000m,cluster_1566
Dopeav2130808m,cluster_24242
Dopeav2030650m,cluster_8109
Dopeav2105329m,cluster_16733
Dopeav2020830m,cluster_17392
Dopeav2069892m,cluster_18444
Dopeav2032436m,cluster_3587
Dopeav2138087m,cluster_130
Dopeav2099029m,cluster_9219
Dopeav2011562m,cluster_11998
Dopeav2039285m,cluster_10082
Dopeav2054477m,cluster_9562
Dopeav2056681m,cluster_23315
Dopeav2001395m,cluster_10265
Dopeav2122621m,cluster_11335
Dopeav2024920m,cluster_28511
Dopeav2061003m,cluster_6384
Dopeav2018095m,cluster_17613
Dopeav2128722m,cluster_1319
Dopeav2073964m,cluster_22252
Dopeav2003926m,cluster_17242
Dopeav2096967m,cluster_636
Dopeav2082713m,cluster_13982
Dopeav2073657m,cluster_12769
Dopeav2084009m,cluster_25403
Dopeav2064504m,cluster_12840
Dopeav2049385m,cluster_3719
Dopeav2083066m,cluster_8716
Dopeav2093825m,cluster_2600
Dopeav2007287m,cluster_7076
Dopeav2006875m,cluster_644
Dopeav2117802m,cluster_27233
Dopeav2100091m,cluster_22186
Dopeav2047572m,cluster_2441
Dopeav2020833m,cluster_13350
Dopeav2053525m,cluster_19164
Dopeav2134189m,cluster_14721
Dopeav2132157m,cluster_11155
Dopeav2130322m,cluster_1605
Dopeav2111403m,cluster_6515
Dopeav2003418m,cluster_11931
Dopeav2028313m,cluster_21992
Dopeav2065202m,cluster_11634
Dopeav2102930m,cluster_13021
Dopeav2028534m,cluster_11231
Dopeav2097488m,cluster_1999
Dopeav2079893m,cluster_3501
Dopeav2021084m,cluster_10618
Dopeav2053985m,cluster_1916
Dopeav2077828m,cluster_20066
Dopeav2094228m,cluster_16746
Dopeav2087597m,cluster_22806
Dopeav2042559m,cluster_6959
Dopeav2042020m,cluster_990
Dopeav2002346m,cluster_5967
Dopeav2043918m,cluster_12957
Dopeav2056858m,cluster_84
Dopeav2084350m,cluster_21492
Dopeav2031541m,cluster_9228
Dopeav2039844m,cluster_13951
Dopeav2030830m,cluster_17100
Dopeav2079890m,cluster_29251
Dopeav2004924m,cluster_15355
Dopeav2102933m,cluster_5517
Dopeav2128603m,cluster_24080
Dopeav2026113m,cluster_26429
Dopeav2031228m,cluster_10061
Dopeav2006886m,cluster_25680
Dopeav2042023m,cluster_4374
Dopeav2132492m,cluster_809
Dopeav2084818m,cluster_1946
Dopeav2035169m,cluster_8683
Dopeav2009843m,cluster_6866
Dopeav2090058m,cluster_7695
Dopeav2108802m,cluster_11332
Dopeav2097431m,cluster_13959
Dopeav2012164m,cluster_12726
Dopeav2045811m,cluster_6459
Dopeav2117459m,cluster_15635
Dopeav2118938m,cluster_15076
Dopeav2071002m,cluster_1504
Dopeav2049425m,cluster_4253
Dopeav2031702m,cluster_7335
Dopeav2101947m,cluster_19648
Dopeav2037122m,cluster_28767
Dopeav2043906m,cluster_2915
Dopeav2045759m,cluster_5493
Dopeav2022770m,cluster_668
Dopeav2082258m,cluster_26632
Dopeav2112483m,cluster_8951
Dopeav2110542m,cluster_11598
Dopeav2113638m,cluster_6628
Dopeav2006950m,cluster_28629
Dopeav2096398m,cluster_2576
Dopeav2036667m,cluster_5718
Dopeav2023198m,cluster_599
Dopeav2071291m,cluster_6019
Dopeav2042684m,cluster_13704
Dopeav2015512m,cluster_4723
Dopeav2038943m,cluster_14393
Dopeav2067856m,cluster_3626
Dopeav2131513m,cluster_13026
Dopeav2058071m,cluster_4859
Dopeav2016091m,cluster_17548
Dopeav2054649m,cluster_8551
Dopeav2124158m,cluster_3765
Dopeav2080149m,cluster_18747
Dopeav2049668m,cluster_20165
Dopeav2037565m,cluster_1214
Dopeav2075569m,cluster_13343
Dopeav2098248m,cluster_7250
Dopeav2032149m,cluster_464
Dopeav2071061m,cluster_5066
Dopeav2077973m,cluster_8994
Dopeav2020817m,cluster_7970
Dopeav2000929m,cluster_25324
Dopeav2102648m,cluster_10662
Dopeav2027587m,cluster_15986
Dopeav2061346m,cluster_21562
Dopeav2004102m,cluster_19768
Dopeav2051578m,cluster_681
Dopeav2062499m,cluster_12678
Dopeav2074202m,cluster_27050
Dopeav2097669m,cluster_3134
Dopeav2058685m,cluster_10212
Dopeav2020571m,cluster_14279
Dopeav2127644m,cluster_2452
Dopeav2116042m,cluster_14590
Dopeav2037891m,cluster_3619
Dopeav2039106m,cluster_11514
Dopeav2020225m,cluster_21253
Dopeav2056230m,cluster_25508
Dopeav2127052m,cluster_13127
Dopeav2098521m,cluster_916
Dopeav2036932m,cluster_13524
Dopeav2015353m,cluster_8700
Dopeav2005366m,cluster_15056
Dopeav2037927m,cluster_4835
Dopeav2060564m,cluster_13045
Dopeav2126141m,cluster_18159
Dopeav2033248m,cluster_23078
Dopeav2103699m,cluster_12471
Dopeav2124125m,cluster_1354
Dopeav2035846m,cluster_11199
Dopeav2094119m,cluster_23270
Dopeav2001555m,cluster_4247
Dopeav2035274m,cluster_21956
Dopeav2030792m,cluster_300
Dopeav2103904m,cluster_2346
Dopeav2130816m,cluster_912
Dopeav2035127m,cluster_20003
Dopeav2022299m,cluster_1148
Dopeav2030817m,cluster_17101
Dopeav2107640m,cluster_8020
Dopeav2124562m,cluster_435
Dopeav2049998m,cluster_6379
Dopeav2117488m,cluster_8266
Dopeav2013087m,cluster_20970
Dopeav2059617m,cluster_22150
Dopeav2098301m,cluster_437
Dopeav2017021m,cluster_7119
Dopeav2058494m,cluster_3578
Dopeav2127768m,cluster_14931
Dopeav2095807m,cluster_330
Dopeav2127842m,cluster_8834
Dopeav2099393m,cluster_5946
Dopeav2069429m,cluster_14010
Dopeav2058137m,cluster_5261
Dopeav2094623m,cluster_6751
Dopeav2099085m,cluster_1843
Dopeav2016696m,cluster_15392
Dopeav2070906m,cluster_8414
Dopeav2064965m,cluster_1551
Dopeav2052800m,cluster_9230
Dopeav2031620m,cluster_3656
Dopeav2070479m,cluster_7184
Dopeav2098938m,cluster_10466
Dopeav2126136m,cluster_15660
Dopeav2025582m,cluster_26341
Dopeav2056943m,cluster_7391
Dopeav2124481m,cluster_7643
Dopeav2011189m,cluster_7492
Dopeav2073505m,cluster_23642
Dopeav2069358m,cluster_6830
Dopeav2096101m,cluster_20935
Dopeav2130895m,cluster_2815
Dopeav2052515m,cluster_20331
Dopeav2006701m,cluster_25786
Dopeav2096589m,cluster_5540
Dopeav2063732m,cluster_29113
Dopeav2001308m,cluster_3529
Dopeav2048292m,cluster_13282
Dopeav2038233m,cluster_12813
Dopeav2133265m,cluster_1497
Dopeav2015009m,cluster_17426
Dopeav2040325m,cluster_15854
Dopeav2008076m,cluster_3864
Dopeav2081918m,cluster_959
Dopeav2129407m,cluster_21079
Dopeav2099944m,cluster_24882
Dopeav2067051m,cluster_148
Dopeav2019999m,cluster_15118
Dopeav2124425m,cluster_4186
Dopeav2048442m,cluster_24450
Dopeav2127363m,cluster_17661
Dopeav2131354m,cluster_6028
Dopeav2004570m,cluster_28578
Dopeav2072411m,cluster_6471
Dopeav2036934m,cluster_1486
Dopeav2001703m,cluster_13476
Dopeav2131293m,cluster_19316
Dopeav2029979m,cluster_10838
Dopeav2031820m,cluster_12178
Dopeav2048009m,cluster_18787
Dopeav2116044m,cluster_4336
Dopeav2073129m,cluster_3953
Dopeav2094070m,cluster_27783
Dopeav2074204m,cluster_4774
Dopeav2046430m,cluster_8565
Dopeav2035036m,cluster_814
Dopeav2043560m,cluster_4265
Dopeav2004573m,cluster_8860
Dopeav2134458m,cluster_4559
Dopeav2077507m,cluster_391
Dopeav2016815m,cluster_5890
Dopeav2058437m,cluster_13302
Dopeav2026026m,cluster_5576
Dopeav2093253m,cluster_6840
Dopeav2088122m,cluster_21430
Dopeav2078452m,cluster_28983
Dopeav2101353m,cluster_20435
Dopeav2063175m,cluster_16138
Dopeav2051246m,cluster_888
Dopeav2088778m,cluster_27852
Dopeav2110544m,cluster_12109
Dopeav2032378m,cluster_8826
Dopeav2098925m,cluster_2480
Dopeav2121397m,cluster_6303
Dopeav2015333m,cluster_19622
Dopeav2128919m,cluster_11481
Dopeav2066330m,cluster_23959
Dopeav2010995m,cluster_23670
Dopeav2131290m,cluster_12041
Dopeav2076290m,cluster_10230
Dopeav2042551m,cluster_24297
Dopeav2120182m,cluster_27888
Dopeav2110709m,cluster_11787
Dopeav2117296m,cluster_21006
Dopeav2012929m,cluster_8646
Dopeav2035924m,cluster_1925
Dopeav2074099m,cluster_15653
Dopeav2051288m,cluster_24456
Dopeav2114111m,cluster_11286
Dopeav2042935m,cluster_1742
Dopeav2002128m,cluster_5094
Dopeav2032002m,cluster_25762
Dopeav2107053m,cluster_12083
Dopeav2124458m,cluster_6024
Dopeav2004639m,cluster_21698
Dopeav2067795m,cluster_8710
Dopeav2058492m,cluster_7118
Dopeav2014968m,cluster_4459
Dopeav2028357m,cluster_21929
Dopeav2102762m,cluster_15614
Dopeav2084606m,cluster_23970
Dopeav2083355m,cluster_18371
Dopeav2063612m,cluster_6237
Dopeav2124564m,cluster_22883
Dopeav2027961m,cluster_10430
Dopeav2126156m,cluster_11718
Dopeav2134138m,cluster_10325
Dopeav2049742m,cluster_25303
Dopeav2017826m,cluster_6832
Dopeav2128707m,cluster_2866
Dopeav2038253m,cluster_17588
Dopeav2115624m,cluster_3162
Dopeav2082794m,cluster_10835
Dopeav2067974m,cluster_1485
Dopeav2023585m,cluster_4591
Dopeav2028706m,cluster_19739
Dopeav2020238m,cluster_3277
Dopeav2052065m,cluster_8145
Dopeav2126441m,cluster_17381
Dopeav2103382m,cluster_24291
Dopeav2054983m,cluster_18215
Dopeav2010359m,cluster_19431
Dopeav2045423m,cluster_22532
Dopeav2093357m,cluster_6408
Dopeav2061351m,cluster_7953
Dopeav2030794m,cluster_11772
Dopeav2005028m,cluster_18585
Dopeav2114704m,cluster_29229
Dopeav2118576m,cluster_9465
Dopeav2108869m,cluster_18816
Dopeav2114070m,cluster_6719
Dopeav2117804m,cluster_19137
Dopeav2129122m,cluster_17142
Dopeav2118567m,cluster_23527
Dopeav2097188m,cluster_10829
Dopeav2059463m,cluster_5364
Dopeav2087534m,cluster_4044
Dopeav2018811m,cluster_14634
Dopeav2030160m,cluster_9662
Dopeav2128596m,cluster_16569
Dopeav2026079m,cluster_5805
Dopeav2053226m,cluster_2882
Dopeav2079690m,cluster_21859
Dopeav2091799m,cluster_14435
Dopeav2131698m,cluster_11951
Dopeav2056658m,cluster_8071
Dopeav2127106m,cluster_25017
Dopeav2109819m,cluster_1033
Dopeav2091377m,cluster_3606
Dopeav2115316m,cluster_28003
Dopeav2039418m,cluster_16091
Dopeav2012697m,cluster_16788
Dopeav2028658m,cluster_3356
Dopeav2003097m,cluster_2869
Dopeav2000044m,cluster_3399
Dopeav2124093m,cluster_22873
Dopeav2053712m,cluster_27532
Dopeav2010346m,cluster_4405
Dopeav2065269m,cluster_7747
Dopeav2105868m,cluster_14368
Dopeav2122494m,cluster_22706
Dopeav2056718m,cluster_4208
Dopeav2034273m,cluster_27688
Dopeav2020633m,cluster_14559
Dopeav2012632m,cluster_20966
Dopeav2133374m,cluster_3431
Dopeav2006675m,cluster_3491
Dopeav2022291m,cluster_11498
Dopeav2115959m,cluster_1994
Dopeav2070057m,cluster_26053
Dopeav2108804m,cluster_27252
Dopeav2082579m,cluster_27232
Dopeav2037107m,cluster_4737
Dopeav2025907m,cluster_1844
Dopeav2087681m,cluster_3755
Dopeav2073692m,cluster_13677
Dopeav2054224m,cluster_11821
Dopeav2056838m,cluster_238
Dopeav2130569m,cluster_5274
Dopeav2097296m,cluster_9076
Dopeav2066789m,cluster_28941
Dopeav2094978m,cluster_1874
Dopeav2103691m,cluster_26085
Dopeav2112728m,cluster_9534
Dopeav2054636m,cluster_7410
Dopeav2019151m,cluster_7475
Dopeav2000832m,cluster_28163
Dopeav2054177m,cluster_2338
Dopeav2028625m,cluster_4621
Dopeav2026540m,cluster_23167
Dopeav2053538m,cluster_19162
Dopeav2074227m,cluster_2891
Dopeav2126773m,cluster_18442
Dopeav2056881m,cluster_19311
Dopeav2073185m,cluster_19911
Dopeav2130749m,cluster_9008
Dopeav2130608m,cluster_5600
Dopeav2022996m,cluster_1181
Dopeav2051259m,cluster_26018
Dopeav2020630m,cluster_10118
Dopeav2066210m,cluster_26337
Dopeav2050363m,cluster_20102
Dopeav2097451m,cluster_11141
Dopeav2117439m,cluster_8813
Dopeav2043264m,cluster_22765
Dopeav2028468m,cluster_29134
Dopeav2039575m,cluster_20371
Dopeav2104847m,cluster_2481
Dopeav2069421m,cluster_15506
Dopeav2100472m,cluster_7501
Dopeav2005400m,cluster_19279
Dopeav2035895m,cluster_19039
Dopeav2037984m,cluster_4700
Dopeav2090593m,cluster_27923
Dopeav2059037m,cluster_674
Dopeav2132334m,cluster_28216
Dopeav2016035m,cluster_623
Dopeav2110009m,cluster_11283
Dopeav2128680m,cluster_17147
Dopeav2134832m,cluster_7692
Dopeav2086469m,cluster_4956
Dopeav2007980m,cluster_26243
Dopeav2083539m,cluster_8251
Dopeav2097408m,cluster_10523
Dopeav2007300m,cluster_4848
Dopeav2086387m,cluster_13340
Dopeav2072291m,cluster_6752
Dopeav2123856m,cluster_27396
Dopeav2124044m,cluster_17740
Dopeav2000905m,cluster_22626
Dopeav2033176m,cluster_95
Dopeav2047480m,cluster_10273
Dopeav2053093m,cluster_15970
Dopeav2043853m,cluster_2752
Dopeav2048764m,cluster_2252
Dopeav2006590m,cluster_24657
Dopeav2023692m,cluster_9269
Dopeav2015058m,cluster_20757
Dopeav2085760m,cluster_17716
Dopeav2033167m,cluster_14084
Dopeav2103507m,cluster_16142
Dopeav2022620m,cluster_23375
Dopeav2041546m,cluster_14673
Dopeav2067903m,cluster_4106
Dopeav2061959m,cluster_7240
Dopeav2007983m,cluster_13325
Dopeav2025736m,cluster_20484
Dopeav2088187m,cluster_4244
Dopeav2096093m,cluster_13276
Dopeav2060985m,cluster_6613
Dopeav2030847m,cluster_9170
Dopeav2056006m,cluster_18231
Dopeav2121540m,cluster_28964
Dopeav2073989m,cluster_6176
Dopeav2057049m,cluster_9812
Dopeav2102514m,cluster_5037
Dopeav2049967m,cluster_8004
Dopeav2052765m,cluster_1780
Dopeav2071556m,cluster_5363
Dopeav2029963m,cluster_7993
Dopeav2130846m,cluster_5759
Dopeav2085763m,cluster_17718
Dopeav2083108m,cluster_28103
Dopeav2118338m,cluster_24720
Dopeav2136978m,cluster_7409
Dopeav2043850m,cluster_10727
Dopeav2035816m,cluster_12164
Dopeav2049976m,cluster_9845
Dopeav2083391m,cluster_1603
Dopeav2020094m,cluster_21508
Dopeav2120846m,cluster_11550
Dopeav2029371m,cluster_15463
Dopeav2134164m,cluster_27010
Dopeav2054123m,cluster_17120
Dopeav2098637m,cluster_9616
Dopeav2120127m,cluster_1610
Dopeav2122352m,cluster_2260
Dopeav2130888m,cluster_18473
Dopeav2063926m,cluster_4000
Dopeav2130461m,cluster_18461
Dopeav2137486m,cluster_23848
Dopeav2116012m,cluster_5296
Dopeav2095783m,cluster_1731
Dopeav2138007m,cluster_3967
Dopeav2020264m,cluster_11516
Dopeav2115128m,cluster_27717
Dopeav2061316m,cluster_21137
Dopeav2031773m,cluster_6242
Dopeav2108766m,cluster_16975
Dopeav2015875m,cluster_18332
Dopeav2063842m,cluster_8943
Dopeav2082209m,cluster_11005
Dopeav2084701m,cluster_25250
Dopeav2007059m,cluster_9393
Dopeav2072677m,cluster_12433
Dopeav2045708m,cluster_6117
Dopeav2108546m,cluster_602
Dopeav2098218m,cluster_22
Dopeav2131760m,cluster_21417
Dopeav2104633m,cluster_16947
Dopeav2109716m,cluster_8406
Dopeav2114156m,cluster_27916
Dopeav2088635m,cluster_8418
Dopeav2009717m,cluster_5825
Dopeav2099117m,cluster_20489
Dopeav2070579m,cluster_2904
Dopeav2097873m,cluster_4348
Dopeav2001000m,cluster_15434
Dopeav2062331m,cluster_23023
Dopeav2070318m,cluster_9628
Dopeav2120711m,cluster_12441
Dopeav2005180m,cluster_16669
Dopeav2059918m,cluster_27840
Dopeav2124832m,cluster_2546
Dopeav2058726m,cluster_12200
Dopeav2008433m,cluster_21815
Dopeav2088973m,cluster_70
Dopeav2010807m,cluster_4085
Dopeav2006738m,cluster_29201
Dopeav2054577m,cluster_15015
Dopeav2042669m,cluster_7339
Dopeav2114069m,cluster_20675
Dopeav2122771m,cluster_1548
Dopeav2100282m,cluster_26464
Dopeav2075646m,cluster_5074
Dopeav2087748m,cluster_1227
Dopeav2071070m,cluster_1953
Dopeav2004203m,cluster_19775
Dopeav2090257m,cluster_6218
Dopeav2123207m,cluster_18141
Dopeav2020563m,cluster_14516
Dopeav2112028m,cluster_16357
Dopeav2071419m,cluster_2734
Dopeav2045222m,cluster_6078
Dopeav2081650m,cluster_9204
Dopeav2034480m,cluster_498
Dopeav2094027m,cluster_4031
Dopeav2077961m,cluster_5366
Dopeav2007046m,cluster_5548
Dopeav2031877m,cluster_1524
Dopeav2012868m,cluster_8924
Dopeav2104794m,cluster_360
Dopeav2122898m,cluster_23735
Dopeav2098338m,cluster_9825
Dopeav2008863m,cluster_22741
Dopeav2103835m,cluster_16035
Dopeav2003754m,cluster_20576
Dopeav2057127m,cluster_7489
Dopeav2009505m,cluster_28033
Dopeav2096509m,cluster_8810
Dopeav2069498m,cluster_25607
Dopeav2026063m,cluster_14270
Dopeav2016273m,cluster_13207
Dopeav2040925m,cluster_14241
Dopeav2086427m,cluster_11385
Dopeav2005474m,cluster_19444
Dopeav2118421m,cluster_575
Dopeav2131867m,cluster_3191
Dopeav2093340m,cluster_26348
Dopeav2112878m,cluster_27564
Dopeav2031782m,cluster_4103
Dopeav2024483m,cluster_4099
Dopeav2115783m,cluster_11348
Dopeav2104306m,cluster_7074
Dopeav2009730m,cluster_3838
Dopeav2018177m,cluster_9455
Dopeav2093247m,cluster_6104
Dopeav2095772m,cluster_3764
Dopeav2060398m,cluster_1456
Dopeav2018166m,cluster_21131
Dopeav2085244m,cluster_13307
Dopeav2114004m,cluster_2150
Dopeav2096998m,cluster_17083
Dopeav2092920m,cluster_24667
Dopeav2061822m,cluster_4806
Dopeav2055891m,cluster_9468
Dopeav2028434m,cluster_1266
Dopeav2057888m,cluster_23305
Dopeav2030743m,cluster_26854
Dopeav2021877m,cluster_6287
Dopeav2025019m,cluster_206
Dopeav2136820m,cluster_1975
Dopeav2062359m,cluster_12473
Dopeav2033206m,cluster_13998
Dopeav2126396m,cluster_24930
Dopeav2046254m,cluster_10604
Dopeav2052239m,cluster_8402
Dopeav2045477m,cluster_9716
Dopeav2097495m,cluster_3075
Dopeav2020179m,cluster_4382
Dopeav2114773m,cluster_1745
Dopeav2007031m,cluster_19470
Dopeav2068871m,cluster_14671
Dopeav2087152m,cluster_358
Dopeav2005977m,cluster_9487
Dopeav2000998m,cluster_9793
Dopeav2134279m,cluster_8345
Dopeav2090350m,cluster_8818
Dopeav2130573m,cluster_29004
Dopeav2094156m,cluster_4712
Dopeav2011226m,cluster_15700
Dopeav2056992m,cluster_15996
Dopeav2042886m,cluster_7734
Dopeav2087620m,cluster_1015
Dopeav2082796m,cluster_14681
Dopeav2129013m,cluster_16413
Dopeav2083789m,cluster_6874
Dopeav2035768m,cluster_13160
Dopeav2067967m,cluster_5604
Dopeav2087119m,cluster_18552
Dopeav2103563m,cluster_13235
Dopeav2058288m,cluster_1423
Dopeav2052592m,cluster_23478
Dopeav2120475m,cluster_13550
Dopeav2083213m,cluster_4193
Dopeav2041294m,cluster_20641
Dopeav2030796m,cluster_4836
Dopeav2020628m,cluster_6382
Dopeav2040269m,cluster_7187
Dopeav2071340m,cluster_296
Dopeav2124566m,cluster_1970
Dopeav2015627m,cluster_25387
Dopeav2048451m,cluster_7497
Dopeav2026288m,cluster_6772
Dopeav2054279m,cluster_1391
Dopeav2037057m,cluster_1470
Dopeav2038396m,cluster_11975
Dopeav2025034m,cluster_11934
Dopeav2093823m,cluster_11745
Dopeav2067271m,cluster_675
Dopeav2049383m,cluster_29144
Dopeav2083210m,cluster_10740
Dopeav2103560m,cluster_16097
Dopeav2110588m,cluster_2663
Dopeav2120448m,cluster_15921
Dopeav2082487m,cluster_5045
Dopeav2059855m,cluster_12336
Dopeav2079184m,cluster_8972
Dopeav2074610m,cluster_2429
Dopeav2062553m,cluster_967
Dopeav2003104m,cluster_28484
Dopeav2063736m,cluster_13089
Dopeav2128140m,cluster_26947
Dopeav2120614m,cluster_12110
Dopeav2035926m,cluster_11497
Dopeav2061005m,cluster_5225
Dopeav2023678m,cluster_8413
Dopeav2096059m,cluster_1169
Dopeav2082715m,cluster_2683
Dopeav2038769m,cluster_8665
Dopeav2019210m,cluster_29065
Dopeav2110546m,cluster_19949
Dopeav2127461m,cluster_2383
Dopeav2094357m,cluster_12043
Dopeav2040204m,cluster_8803
Dopeav2009878m,cluster_2527
Dopeav2057890m,cluster_5763
Dopeav2118799m,cluster_14652
Dopeav2119080m,cluster_23370
Dopeav2012708m,cluster_21480
Dopeav2067852m,cluster_21639
Dopeav2023574m,cluster_12490
Dopeav2117738m,cluster_16595
Dopeav2005033m,cluster_23771
Dopeav2067697m,cluster_11712
Dopeav2138354m,cluster_25168
Dopeav2092694m,cluster_2213
Dopeav2074381m,cluster_16512
Dopeav2028315m,cluster_12701
Dopeav2096980m,cluster_5463
Dopeav2109868m,cluster_23523
Dopeav2065047m,cluster_2422
Dopeav2098103m,cluster_29046
Dopeav2016637m,cluster_8153
Dopeav2037094m,cluster_1533
Dopeav2111405m,cluster_2039
Dopeav2038073m,cluster_18346
Dopeav2039387m,cluster_5695
Dopeav2095533m,cluster_9560
Dopeav2013594m,cluster_24132
Dopeav2030835m,cluster_8901
Dopeav2063816m,cluster_24562
Dopeav2010547m,cluster_2721
Dopeav2115871m,cluster_716
Dopeav2129348m,cluster_18396
Dopeav2029280m,cluster_9165
Dopeav2064612m,cluster_17195
Dopeav2123564m,cluster_11059
Dopeav2040483m,cluster_60
Dopeav2071018m,cluster_10554
Dopeav2070899m,cluster_3657
Dopeav2033282m,cluster_598
Dopeav2084669m,cluster_2605
Dopeav2042848m,cluster_19227
Dopeav2005030m,cluster_8633
Dopeav2058115m,cluster_12346
Dopeav2071247m,cluster_8604
Dopeav2053980m,cluster_18571
Dopeav2116046m,cluster_17986
Dopeav2126018m,cluster_12196
Dopeav2096849m,cluster_17214
Dopeav2084139m,cluster_7439
Dopeav2089212m,cluster_6793
Dopeav2128605m,cluster_15587
Dopeav2018367m,cluster_7642
Dopeav2024958m,cluster_6640
Dopeav2028549m,cluster_26458
Dopeav2059045m,cluster_26636
Dopeav2049751m,cluster_4507
Dopeav2101827m,cluster_20480
Dopeav2127582m,cluster_15964
Dopeav2038070m,cluster_18349
Dopeav2096303m,cluster_5255
Dopeav2052443m,cluster_14058
Dopeav2040503m,cluster_11037
Dopeav2101723m,cluster_27102
Dopeav2110020m,cluster_4002
Dopeav2043266m,cluster_19207
Dopeav2070691m,cluster_28798
Dopeav2006588m,cluster_12909
Dopeav2121445m,cluster_11094
Dopeav2104277m,cluster_10956
Dopeav2047498m,cluster_7910
Dopeav2112485m,cluster_4116
Dopeav2093082m,cluster_5940
Dopeav2000031m,cluster_1846
Dopeav2086734m,cluster_9724
Dopeav2080152m,cluster_14584
Dopeav2049423m,cluster_11213
Dopeav2131515m,cluster_387
Dopeav2100421m,cluster_26486
Dopeav2005981m,cluster_17401
Dopeav2135969m,cluster_2060
Dopeav2114394m,cluster_2088
Dopeav2080664m,cluster_4137
Dopeav2105751m,cluster_4985
Dopeav2083758m,cluster_1028
Dopeav2023270m,cluster_7446
Dopeav2104961m,cluster_13054
Dopeav2008807m,cluster_14937
Dopeav2012841m,cluster_1518
Dopeav2101720m,cluster_27104
Dopeav2002130m,cluster_10596
Dopeav2128557m,cluster_2893
Dopeav2118282m,cluster_9472
Dopeav2108593m,cluster_2034
Dopeav2006955m,cluster_15853
Dopeav2122319m,cluster_3664
Dopeav2086186m,cluster_20810
Dopeav2051540m,cluster_19718
Dopeav2105611m,cluster_8287
Dopeav2122578m,cluster_21345
Dopeav2116207m,cluster_8734
Dopeav2108806m,cluster_3956
Dopeav2131349m,cluster_181
Dopeav2073735m,cluster_12898
Dopeav2079808m,cluster_25484
Dopeav2115679m,cluster_12819
Dopeav2031597m,cluster_24021
Dopeav2045562m,cluster_8742
Dopeav2126601m,cluster_1458
Dopeav2091405m,cluster_11980
Dopeav2059361m,cluster_19241
Dopeav2000046m,cluster_29117
Dopeav2031881m,cluster_9823
Dopeav2038082m,cluster_10032
Dopeav2065129m,cluster_18533
Dopeav2031532m,cluster_14027
Dopeav2016613m,cluster_1234
Dopeav2094554m,cluster_15358
Dopeav2112909m,cluster_27562
Dopeav2054462m,cluster_4308
Dopeav2074185m,cluster_16107
Dopeav2005017m,cluster_7425
Dopeav2061721m,cluster_28950
Dopeav2124123m,cluster_3235
Dopeav2069503m,cluster_4098
Dopeav2105380m,cluster_16300
Dopeav2112476m,cluster_13948
Dopeav2100047m,cluster_4353
Dopeav2132545m,cluster_19932
Dopeav2069227m,cluster_7247
Dopeav2082220m,cluster_1748
Dopeav2107645m,cluster_2239
Dopeav2070277m,cluster_11721
Dopeav2019062m,cluster_1969
Dopeav2036680m,cluster_25349
Dopeav2039851m,cluster_1613
Dopeav2114706m,cluster_11850
Dopeav2101439m,cluster_10123
Dopeav2079019m,cluster_11244
Dopeav2029631m,cluster_5852
Dopeav2012836m,cluster_6776
Dopeav2134374m,cluster_16089
Dopeav2029473m,cluster_1678
Dopeav2016567m,cluster_825
Dopeav2035186m,cluster_28789
Dopeav2119780m,cluster_14018
Dopeav2049477m,cluster_9399
Dopeav2084108m,cluster_5964
Dopeav2020015m,cluster_16119
Dopeav2006602m,cluster_4021
Dopeav2083493m,cluster_6376
Dopeav2068080m,cluster_2947
Dopeav2072134m,cluster_593
Dopeav2022940m,cluster_27263
Dopeav2063272m,cluster_13533
Dopeav2025148m,cluster_22116
Dopeav2064644m,cluster_7124
Dopeav2015245m,cluster_7918
Dopeav2097190m,cluster_2471
Dopeav2037948m,cluster_3266
Dopeav2047610m,cluster_27738
Dopeav2127987m,cluster_12434
Dopeav2004890m,cluster_18431
Dopeav2008003m,cluster_1998
Dopeav2008995m,cluster_94
Dopeav2041709m,cluster_19680
Dopeav2114154m,cluster_7613
Dopeav2038773m,cluster_6686
Dopeav2063924m,cluster_6430
Dopeav2127182m,cluster_14035
Dopeav2111129m,cluster_13067
Dopeav2128413m,cluster_15804
Dopeav2089876m,cluster_11959
Dopeav2065567m,cluster_2769
Dopeav2062860m,cluster_5752
Dopeav2052137m,cluster_5111
Dopeav2020266m,cluster_4261
Dopeav2020124m,cluster_1772
Dopeav2054093m,cluster_9398
Dopeav2052667m,cluster_342
Dopeav2120097m,cluster_17878
Dopeav2073799m,cluster_3057
Dopeav2008000m,cluster_4732
Dopeav2020096m,cluster_5609
Dopeav2124031m,cluster_22618
Dopeav2131680m,cluster_16104
Dopeav2008774m,cluster_2830
Dopeav2134166m,cluster_16646
Dopeav2032233m,cluster_2883
Dopeav2001547m,cluster_12167
Dopeav2115721m,cluster_9120
Dopeav2059891m,cluster_27846
Dopeav2019950m,cluster_9459
Dopeav2006439m,cluster_6962
Dopeav2063688m,cluster_26194
Dopeav2099435m,cluster_9654
Dopeav2133109m,cluster_12081
Dopeav2090335m,cluster_5906
Dopeav2029502m,cluster_1463
Dopeav2071554m,cluster_25297
